"タスク大分類コード","タスク大分類","タスク中分類コード","タスク中分類","タスク小分類コード","タスク小分類","評価項目コード","評価項目"
"DV01","システム要件定義・方式設計","DV01.7","システム方式設計（Webサイト）","DV01.7.1","システム方式の設計","DV01.7.1.3","外部インタフェースおよびシステムの構成要素間のインタフェースを定義する"
"DV01","システム要件定義・方式設計","DV01.7","システム方式設計（Webサイト）","DV01.7.2","適用製品・技術の評価と選定","DV01.7.2.1","システム方式設計に準じて、利用候補となる技術、製品の性能や適合性を評価する"
"DV01","システム要件定義・方式設計","DV01.7","システム方式設計（Webサイト）","DV01.7.2","適用製品・技術の評価と選定","DV01.7.2.2","システム方式設計に準じて、利用候補となるPaaS、IaaS等のシステム稼働環境の性能や適合性を評価する"
"DV01","システム要件定義・方式設計","DV01.7","システム方式設計（Webサイト）","DV01.7.2","適用製品・技術の評価と選定","DV01.7.2.3","利用する技術、製品、稼働環境等を選定し、その事由と実装リスク、前提条件を明らかにする"
"DV01","システム要件定義・方式設計","DV01.7","システム方式設計（Webサイト）","DV01.7.3","システム方式設計の文書化とレビュー","DV01.7.3.1","システム方式およびシステム化要件との対応、インタフェース等をシステム方式設計書にまとめる"
"DV01","システム要件定義・方式設計","DV01.7","システム方式設計（Webサイト）","DV01.7.3","システム方式設計の文書化とレビュー","DV01.7.3.2","すべての機能要件および非機能要件がいずれかのシステムの構成要素に割り当てられていることを検証する"
"DV01","システム要件定義・方式設計","DV01.7","システム方式設計（Webサイト）","DV01.7.3","システム方式設計の文書化とレビュー","DV01.7.3.3","システム方式設計におけるシステム化要件の実現可能性を評価する"
"DV01","システム要件定義・方式設計","DV01.7","システム方式設計（Webサイト）","DV01.7.3","システム方式設計の文書化とレビュー","DV01.7.3.4","システム方式設計における運用および保守の実現可能性を評価する"
"DV01","システム要件定義・方式設計","DV01.8","開発準備","DV01.8.1","開発手法の決定と開発プロセスの定義","DV01.8.1.1","新システムの特性や開発体制、要員のスキル等を考慮して開発手法を選択する"
"DV01","システム要件定義・方式設計","DV01.8","開発準備","DV01.8.1","開発手法の決定と開発プロセスの定義","DV01.8.1.2","開発への着手から完成に到るまでの大きなイベントを記述する"
"DV01","システム要件定義・方式設計","DV01.8","開発準備","DV01.8.1","開発手法の決定と開発プロセスの定義","DV01.8.1.3","開発標準を踏まえて作業の方法や手順、文書化等のルールを定める"
"DV01","システム要件定義・方式設計","DV01.8","開発準備","DV01.8.2","開発環境の準備","DV01.8.2.1","新システムの特性にあった開発言語や開発環境を選択する"
"DV01","システム要件定義・方式設計","DV01.8","開発準備","DV01.8.2","開発環境の準備","DV01.8.2.2","プログラムの開発やテストに必要な機器やツールを明らかにする"
"DV01","システム要件定義・方式設計","DV01.8","開発準備","DV01.8.2","開発環境の準備","DV01.8.2.3","開発環境を整備するために必要な費用を見積もる"
"DV01","システム要件定義・方式設計","DV01.9","開発準備（アジャイル）","DV01.9.1","開発手法の決定と開発プロセスの定義","DV01.9.1.1","新システムの特性や開発体制、要員のスキル等を考慮して開発手法を選択する"
"DV01","システム要件定義・方式設計","DV01.9","開発準備（アジャイル）","DV01.9.1","開発手法の決定と開発プロセスの定義","DV01.9.1.2","開発への着手から完成に到るまでの大きなイベントを記述する"
"DV01","システム要件定義・方式設計","DV01.9","開発準備（アジャイル）","DV01.9.1","開発手法の決定と開発プロセスの定義","DV01.9.1.3","開発標準を踏まえて作業の方法や手順、文書化等のルールを定める"
"DV01","システム要件定義・方式設計","DV01.9","開発準備（アジャイル）","DV01.9.2","開発環境の準備","DV01.9.2.1","新システムの特性にあった開発言語や開発環境を選択する"
"DV01","システム要件定義・方式設計","DV01.9","開発準備（アジャイル）","DV01.9.2","開発環境の準備","DV01.9.2.2","プログラムの開発やテストに必要な機器やツールを明らかにする"
"DV01","システム要件定義・方式設計","DV01.9","開発準備（アジャイル）","DV01.9.2","開発環境の準備","DV01.9.2.3","開発環境を整備するために必要な費用を見積もる"
"DV01","システム要件定義・方式設計","DV01.9","開発準備（アジャイル）","DV01.9.3","アジャイル開発の準備","DV01.9.3.1","適用するプラクティスを適用可能な状況、効果、留意点等を踏まえて取捨選択する"
"DV01","システム要件定義・方式設計","DV01.9","開発準備（アジャイル）","DV01.9.3","アジャイル開発の準備","DV01.9.3.2","要員の習熟度やプロジェクトの不確実性を考慮してイテレーションを設定する"
"DV01","システム要件定義・方式設計","DV01.9","開発準備（アジャイル）","DV01.9.3","アジャイル開発の準備","DV01.9.3.3","ユーザストーリーの完了判定基準を定め、関係者の同意を得る"
"DV02","運用設計","DV02.1","システム運用設計","DV02.1.1","方針と基準の策定","DV02.1.1.1","業務の特性、利用技術や製品の特性を踏まえ、システム運用方針を定める"
"DV02","運用設計","DV02.1","システム運用設計","DV02.1.1","方針と基準の策定","DV02.1.1.2","システム運用管理要件を踏まえ、運用基準を定める"
"DV02","運用設計","DV02.1","システム運用設計","DV02.1.1","方針と基準の策定","DV02.1.1.3","システム運用管理要件を踏まえ、運用管理システムの要件を明らかにする"
"DV02","運用設計","DV02.1","システム運用設計","DV02.1.2","システム運用設計とレビュー","DV02.1.2.1","業務の組織、要員、運用体制、運用フロー等の業務運用に基づきシステム運用方式をまとめる"
"DV02","運用設計","DV02.1","システム運用設計","DV02.1.2","システム運用設計とレビュー","DV02.1.2.2","障害監視対象を明らかにし、システム監視方法を設計する"
"DV02","運用設計","DV02.1","システム運用設計","DV02.1.2","システム運用設計とレビュー","DV02.1.2.3","システム運用管理要件を踏まえ、システム監視方式を設計する"
"DV02","運用設計","DV02.1","システム運用設計","DV02.1.2","システム運用設計とレビュー","DV02.1.2.4","システム運用管理要件を踏まえ、バックアップ・リストア方式を設計する"
"DV02","運用設計","DV02.1","システム運用設計","DV02.1.2","システム運用設計とレビュー","DV02.1.2.5","災害発生を想定し、リスク分散や復旧の手順を設計する"
"DV02","運用設計","DV02.1","システム運用設計","DV02.1.2","システム運用設計とレビュー","DV02.1.2.6","運用手順書（定常時、障害時、保守、更新、構成変更）を作成し、レビューする"
"DV02","運用設計","DV02.1","システム運用設計","DV02.1.2","システム運用設計とレビュー","DV02.1.2.7","対象とするシステムの運用計画に、必要なセキュリティレベルを確保するために実施すべき情報セキュリティ対策を反映させる"
"DV02","運用設計","DV02.2","ITサービス設計","DV02.2.1","運用・保守サービスの設計","DV02.2.1.1","運用・保守サービスの要件に基づき、サービスの内容とサービスレベルを運用・保守プランとして具体化する"
"DV02","運用設計","DV02.2","ITサービス設計","DV02.2.1","運用・保守サービスの設計","DV02.2.1.2","運用・保守プランの実行方法と体制を具体化し、コストを算出する"
"DV02","運用設計","DV02.2","ITサービス設計","DV02.2.1","運用・保守サービスの設計","DV02.2.1.3","運用・保守業務規定、実行に必要なマニュアル等のドキュメントを取りまとめる"
"DV02","運用設計","DV02.2","ITサービス設計","DV02.2.1","運用・保守サービスの設計","DV02.2.1.4","システムを構成するソフトウェア（製品、アプリケーション）、ネットワーク、ハードウェア等の責任分界と連絡方法を明らかにする"
"DV02","運用設計","DV02.2","ITサービス設計","DV02.2.1","運用・保守サービスの設計","DV02.2.1.5","サービスの内容、提供時間帯、体制、セキュリティ、サービスレベル指標とその目標値等を定めたSLAを作成し、顧客と合意する"
"DV02","運用設計","DV02.3","Webサイト運用設計","DV02.3.1","Webサイトの運用設計","DV02.3.1.1","Webサイトで扱うコンテンツを洗い出し、コンテンツ管理者とその役割を明らかにする"
"DV02","運用設計","DV02.3","Webサイト運用設計","DV02.3.1","Webサイトの運用設計","DV02.3.1.2","コンテンツの種類や関連性を踏まえた管理体制と承認手続き等のルールを定める"
"DV02","運用設計","DV02.3","Webサイト運用設計","DV02.3.1","Webサイトの運用設計","DV02.3.1.3","コンテンツ制作、更新のプロセスや厳守すべき事項を定めたガイドラインや規定等を整備する"
"DV02","運用設計","DV02.3","Webサイト運用設計","DV02.3.1","Webサイトの運用設計","DV02.3.1.4","コンテンツへのアクセス情報等、Webサイトの評価指標を設定する"
"DV02","運用設計","DV02.3","Webサイト運用設計","DV02.3.1","Webサイトの運用設計","DV02.3.1.5","Webサイトを使ったイベント等の実施に関する運用ルールを設定する"
"DV03","移行設計","DV03.1","移行設計","DV03.1.1","移行の要件と方針の明確化","DV03.1.1.1","移行の期間、環境、リソース等の制約条件を明らかにする"
"DV03","移行設計","DV03.1","移行設計","DV03.1.1","移行の要件と方針の明確化","DV03.1.1.2","移行作業において問題が発生した場合の方針（連絡体制、中止・既存システムへの切戻し、部分的な稼動等）を明らかにする"
"DV03","移行設計","DV03.1","移行設計","DV03.1.1","移行の要件と方針の明確化","DV03.1.1.3","移行作業の実施中に、業務や他のシステムに与える影響やリスクを明らかにし、関係者に説明して合意形成する"
"DV03","移行設計","DV03.1","移行設計","DV03.1.2","移行対象の明確化","DV03.1.2.1","移行対象（業務、システム、データ、その他の設備）を明らかにする"
"DV03","移行設計","DV03.1","移行設計","DV03.1.2","移行対象の明確化","DV03.1.2.2","データのコンバート等、対象毎の移行方法と手順を定める"
"DV03","移行設計","DV03.1","移行設計","DV03.1.2","移行対象の明確化","DV03.1.2.3","移行データやシステム動作等、対象毎の移行結果の検証方法を定める"
"DV03","移行設計","DV03.1","移行設計","DV03.1.3","移行テスト計画の作成","DV03.1.3.1","移行ツールのテストの方針と方法を定める"
"DV03","移行設計","DV03.1","移行設計","DV03.1.3","移行テスト計画の作成","DV03.1.3.2","移行リハーサルの方法と実施形態を定める"
"DV03","移行設計","DV03.1","移行設計","DV03.1.3","移行テスト計画の作成","DV03.1.3.3","移行テスト環境の作成方針、システム構成、作成スケジュール等を定める"
"DV03","移行設計","DV03.1","移行設計","DV03.1.4","移行のスケジュールと体制の明確化","DV03.1.4.1","限られた時間の中で並行して複数の作業を実施するためのスケジュールを作成する"
"DV03","移行設計","DV03.1","移行設計","DV03.1.4","移行のスケジュールと体制の明確化","DV03.1.4.2","ユーザ（業務担当者）を含む移行の体制と役割分担を定める"
"DV03","移行設計","DV03.1","移行設計","DV03.1.4","移行のスケジュールと体制の明確化","DV03.1.4.3","移行のスケジュールと体制、役割分担を関係者に説明し、合意形成する"
"DV04","基盤システム構築","DV04.1","基盤システム設計（共通）","DV04.1.1","全体設計（基本設計）","DV04.1.1.1","システム基盤の設計・構築の各工程で利用する技術標準や作成すべきドキュメントを決定する"
"DV04","基盤システム構築","DV04.1","基盤システム設計（共通）","DV04.1.1","全体設計（基本設計）","DV04.1.1.2","システム基盤に対する機能要件、非機能要件、運用要件を満たす構成要素の組み合わせを検討し、基本モデルを選定する"
"DV04","基盤システム構築","DV04.1","基盤システム設計（共通）","DV04.1.1","全体設計（基本設計）","DV04.1.1.3","システム基盤に起因するアプリケーション構築上の制約を提言する"
"DV04","基盤システム構築","DV04.2","基盤システム設計（プラットフォーム）","DV04.2.1","プラットフォーム設計","DV04.2.1.1","プラットフォームに対する機能要件、非機能要件、運用要件に基づき製品を選定する"
"DV04","基盤システム構築","DV04.2","基盤システム設計（プラットフォーム）","DV04.2.1","プラットフォーム設計","DV04.2.1.2","プラットフォームに対する機能要件、非機能要件、運用要件に基づき物理構成を設計する"
"DV04","基盤システム構築","DV04.2","基盤システム設計（プラットフォーム）","DV04.2.1","プラットフォーム設計","DV04.2.1.3","ハードウェア、オペレーティングシステム、ミドルウェア等のコンポーネントごとのパラメータを設計する"
"DV04","基盤システム構築","DV04.2","基盤システム設計（プラットフォーム）","DV04.2.1","プラットフォーム設計","DV04.2.1.4","プラットフォーム設計書を作成し、設計が要件を満たし、コンポーネント間の不整合がないことをレビューする"
"DV04","基盤システム構築","DV04.3","基盤システム設計（データベース）","DV04.3.1","物理データベース設計","DV04.3.1.1","データベースに対する機能要件、非機能要件、運用要件に基づき、DBMS製品を選定する"
"DV04","基盤システム構築","DV04.3","基盤システム設計（データベース）","DV04.3.1","物理データベース設計","DV04.3.1.2","必要となるディスク容量を見積もる"
"DV04","基盤システム構築","DV04.3","基盤システム設計（データベース）","DV04.3.1","物理データベース設計","DV04.3.1.3","論理的なI/O試算を行い、性能面からボトルネックを検証する"
"DV04","基盤システム構築","DV04.3","基盤システム設計（データベース）","DV04.3.1","物理データベース設計","DV04.3.1.4","代替データベース、複数ディスクへの分散、データの格納順序、障害対策等を考慮してデータベースの物理的な配置を決定する"
"DV04","基盤システム構築","DV04.3","基盤システム設計（データベース）","DV04.3.1","物理データベース設計","DV04.3.1.5","レスポンスタイムを想定し、DBMS製品の特性を活かした性能調整（フィールド設計、テーブルの非正規化、インデックスの設定、ファイルアクセス効率の改善等）を行う"
"DV04","基盤システム構築","DV04.3","基盤システム設計（データベース）","DV04.3.1","物理データベース設計","DV04.3.1.6","機器の故障や災害や事故による障害に備えたデータのバックアップおよび回復の手段を決定する"
"DV04","基盤システム構築","DV04.3","基盤システム設計（データベース）","DV04.3.2","データベースの運用管理・保守の設計","DV04.3.2.1","監視対象、監視方法、システム管理要素を特定する"
"DV04","基盤システム構築","DV04.3","基盤システム設計（データベース）","DV04.3.2","データベースの運用管理・保守の設計","DV04.3.2.2","データベースの運用手続きを決定し、データベース運用管理計画を作成する"
"DV04","基盤システム構築","DV04.3","基盤システム設計（データベース）","DV04.3.2","データベースの運用管理・保守の設計","DV04.3.2.3","全社標準およびシステム個別の要求事項を勘案して、データベースの保守方針を決定する"
"DV04","基盤システム構築","DV04.4","基盤システム設計（ネットワーク）","DV04.4.1","ネットワークシステムの設計","DV04.4.1.1","サーバ、クライアント等のハードウェアの配置およびプロトコル、トポロジ等のネットワークアーキテクチャを決定し、予想されるネットワークの性能を評価する"
"DV04","基盤システム構築","DV04.4","基盤システム設計（ネットワーク）","DV04.4.1","ネットワークシステムの設計","DV04.4.1.2","セキュリティポリシーを認識し、セキュリティ対策を実現するために必要なネットワーク技術、機器を選定する"
"DV04","基盤システム構築","DV04.4","基盤システム設計（ネットワーク）","DV04.4.1","ネットワークシステムの設計","DV04.4.1.3","機器や回線の故障、災害や事故による障害に備えたバックアップおよび回復の手段を決定する"
"DV04","基盤システム構築","DV04.4","基盤システム設計（ネットワーク）","DV04.4.1","ネットワークシステムの設計","DV04.4.1.4","費用対効果、実現可能性を踏まえた信頼性対策を行う"
"DV04","基盤システム構築","DV04.4","基盤システム設計（ネットワーク）","DV04.4.1","ネットワークシステムの設計","DV04.4.1.5","ユーザの業務への影響の最小化を考慮し、不具合が生じた場合の復旧作業を含めた新ネットワークシステム構築の作業計画を作成する"
"DV04","基盤システム構築","DV04.4","基盤システム設計（ネットワーク）","DV04.4.2","ネットワークの運用管理・保守の設計","DV04.4.2.1","監視対象、監視方法、システム管理要素を特定する"
"DV04","基盤システム構築","DV04.4","基盤システム設計（ネットワーク）","DV04.4.2","ネットワークの運用管理・保守の設計","DV04.4.2.2","ネットワークの運用手続きを決定し、ネットワーク運用管理計画を作成する"
"DV04","基盤システム構築","DV04.4","基盤システム設計（ネットワーク）","DV04.4.2","ネットワークの運用管理・保守の設計","DV04.4.2.3","全社標準およびシステム個別の要求事項を勘案して、ネットワークの保守方針を決定する"
"DV04","基盤システム構築","DV04.5","基盤システム設計（システム管理）","DV04.5.1","運用管理システムの設計","DV04.5.1.1","運用要件に基づき運用管理ツールを選定する"
"DV04","基盤システム構築","DV04.5","基盤システム設計（システム管理）","DV04.5.1","運用管理システムの設計","DV04.5.1.2","運用管理設計に基づき、選定した運用管理ツールのパラメータを設計する"
"DV04","基盤システム構築","DV04.5","基盤システム設計（システム管理）","DV04.5.1","運用管理システムの設計","DV04.5.1.3","運用管理に必要なジョブ制御プログラム（ジョブネット、スクリプト等）を設計する"
"DV04","基盤システム構築","DV04.6","基盤システム設計（情報セキュリティ）","DV04.6.1","セキュリティの設計","DV04.6.1.1","セキュリティポリシーに則して、情報資産別にアクセス方法を設計する"
"DV04","基盤システム構築","DV04.6","基盤システム設計（情報セキュリティ）","DV04.6.1","セキュリティの設計","DV04.6.1.2","ネットワーク上のデータの改ざんや攻撃、コンピュータウイルス等の脅威を抑止するための安全策を設計する"
"DV04","基盤システム構築","DV04.6","基盤システム設計（情報セキュリティ）","DV04.6.1","セキュリティの設計","DV04.6.1.3","ネットワーク以外の攻撃等について、脅威を抑止するための安全策を設計する"
"DV04","基盤システム構築","DV04.6","基盤システム設計（情報セキュリティ）","DV04.6.1","セキュリティの設計","DV04.6.1.4","セキュリティ監視の範囲および監視結果の情報の保管方法を決定する"
"DV04","基盤システム構築","DV04.6","基盤システム設計（情報セキュリティ）","DV04.6.1","セキュリティの設計","DV04.6.1.5","実施するセキュリティ対策について、セキュリティアーキテクチャとの整合を図る"
"DV04","基盤システム構築","DV04.6","基盤システム設計（情報セキュリティ）","DV04.6.1","セキュリティの設計","DV04.6.1.6","特に高度なセキュリティが求められる箇所について、形式手法等を用いて脆弱性が生じにくいソフトウェアの設計・開発を行う"
"DV04","基盤システム構築","DV04.6","基盤システム設計（情報セキュリティ）","DV04.6.1","セキュリティの設計","DV04.6.1.7","新たな技術や技術改良についてのセキュリティプログラムの実装を識別する"
"DV04","基盤システム構築","DV04.6","基盤システム設計（情報セキュリティ）","DV04.6.1","セキュリティの設計","DV04.6.1.8","情報保証の観点から、アプリケーション、システム、ネットワークについてのセキュリティ評価を実施し、その結果を文書化する"
"DV04","基盤システム構築","DV04.6","基盤システム設計（情報セキュリティ）","DV04.6.1","セキュリティの設計","DV04.6.1.9","情報保証において、レビュー結果をもとにセキュリティ、回復力および信頼性に関する対策を提言する"
"DV04","基盤システム構築","DV04.6","基盤システム設計（情報セキュリティ）","DV04.6.1","セキュリティの設計","DV04.6.1.10","情報セキュリティ要件をもとに、ソフトウェアおよびシステムが備えるべきセキュリティ機能に関するセキュリティ設計仕様書を文書化する"
"DV04","基盤システム構築","DV04.7","基盤システム構築・テスト（プラットフォーム）","DV04.7.1","プラットフォームの構築","DV04.7.1.1","サーバやストレージの設置を行い、OS、ドライバソフトウェア、ミドルウェア等のインストールと正常起動を確認する"
"DV04","基盤システム構築","DV04.7","基盤システム構築・テスト（プラットフォーム）","DV04.7.1","プラットフォームの構築","DV04.7.1.2","設計書に基づきコンポーネントのパラメータを設定する"
"DV04","基盤システム構築","DV04.7","基盤システム構築・テスト（プラットフォーム）","DV04.7.1","プラットフォームの構築","DV04.7.1.3","コンポーネント単体の動作テストを実施し、正常動作を確認する"
"DV04","基盤システム構築","DV04.7","基盤システム構築・テスト（プラットフォーム）","DV04.7.2","テストの計画と実施","DV04.7.2.1","テストの要求事項と適用範囲を明らかにし、テスト仕様書を作成する"
"DV04","基盤システム構築","DV04.7","基盤システム構築・テスト（プラットフォーム）","DV04.7.2","テストの計画と実施","DV04.7.2.2","コンポーネントを結合し、正常に動作することを確認する"
"DV04","基盤システム構築","DV04.7","基盤システム構築・テスト（プラットフォーム）","DV04.7.2","テストの計画と実施","DV04.7.2.3","テストを実施し、性能、セキュリティ、バックアップ・リカバリ等が要件に適合することを確認する"
"DV04","基盤システム構築","DV04.7","基盤システム構築・テスト（プラットフォーム）","DV04.7.2","テストの計画と実施","DV04.7.2.4","性能改善の観点から、必要に応じてチューニングを行う"
"DV04","基盤システム構築","DV04.7","基盤システム構築・テスト（プラットフォーム）","DV04.7.2","テストの計画と実施","DV04.7.2.5","テスト結果を評価し、支障があった場合にはプロジェクト関係者と連携をとって対応を検討し、改善する"
"DV04","基盤システム構築","DV04.8","基盤システム構築・テスト（データベース）","DV04.8.1","データベースの構築","DV04.8.1.1","DBMSのインストール、テーブルやインデックス、ユーザ等の作成、初期データの投入等を行う"
"DV04","基盤システム構築","DV04.8","基盤システム構築・テスト（データベース）","DV04.8.1","データベースの構築","DV04.8.1.2","設計書に基づきデータベースのパラメータを設定する"
"DV04","基盤システム構築","DV04.8","基盤システム構築・テスト（データベース）","DV04.8.1","データベースの構築","DV04.8.1.3","求められる性能等の要件を満たすための分析とチューニングを行う"
"DV04","基盤システム構築","DV04.8","基盤システム構築・テスト（データベース）","DV04.8.2","テストの計画と実施","DV04.8.2.1","テストの要求事項と適用範囲を明らかにし、テスト仕様書を作成する"
"DV04","基盤システム構築","DV04.8","基盤システム構築・テスト（データベース）","DV04.8.2","テストの計画と実施","DV04.8.2.2","データベースアクセステストを実施し、性能、セキュリティ、インテグリティ、バックアップ・リカバリ等が要件に適合することを確認する"
"DV04","基盤システム構築","DV04.8","基盤システム構築・テスト（データベース）","DV04.8.2","テストの計画と実施","DV04.8.2.3","テスト結果を評価し、支障があった場合にはプロジェクト関係者と連携をとって対応を検討し、改善する"
"DV04","基盤システム構築","DV04.9","基盤システム構築・テスト（ネットワーク）","DV04.9.1","ネットワークの構築","DV04.9.1.1","作業計画に基づきネットワーク機器および回線の手配を行う"
"DV04","基盤システム構築","DV04.9","基盤システム構築・テスト（ネットワーク）","DV04.9.1","ネットワークの構築","DV04.9.1.2","ネットワーク機器や回線を設置してソフトウェアをインストールし、各々の機器および回線の接続、設定を行う"
"DV04","基盤システム構築","DV04.9","基盤システム構築・テスト（ネットワーク）","DV04.9.1","ネットワークの構築","DV04.9.1.3","求められる性能等の要件を満たすための分析とチューニングを行う"
"DV04","基盤システム構築","DV04.9","基盤システム構築・テスト（ネットワーク）","DV04.9.2","テストの計画と実施","DV04.9.2.1","テストの要求事項と適用範囲を明らかにし、テスト仕様書を作成する"
"DV04","基盤システム構築","DV04.9","基盤システム構築・テスト（ネットワーク）","DV04.9.2","テストの計画と実施","DV04.9.2.2","テストを実施し、性能、セキュリティ等が要件に適合することを確認する"
"DV04","基盤システム構築","DV04.9","基盤システム構築・テスト（ネットワーク）","DV04.9.2","テストの計画と実施","DV04.9.2.3","テスト結果を評価し、支障があった場合にはプロジェクト関係者と連携をとって対応を検討し、改善する"
"DV04","基盤システム構築","DV04.10","基盤システム構築・テスト（システム管理）","DV04.10.1","運用管理システムの構築","DV04.10.1.1","運用管理ツールをインストールし、正常起動を確認する"
"DV04","基盤システム構築","DV04.10","基盤システム構築・テスト（システム管理）","DV04.10.1","運用管理システムの構築","DV04.10.1.2","設計書に基づき運用管理ツールのパラメータを設定する"
"DV04","基盤システム構築","DV04.10","基盤システム構築・テスト（システム管理）","DV04.10.1","運用管理システムの構築","DV04.10.1.3","ジョブ制御プログラム（ジョブネット、スクリプト等）を作成する"
"DV04","基盤システム構築","DV04.10","基盤システム構築・テスト（システム管理）","DV04.10.2","テストの計画と実施","DV04.10.2.1","テストの要求事項と適用範囲を明らかにし、テスト仕様書を作成する"
"DV04","基盤システム構築","DV04.10","基盤システム構築・テスト（システム管理）","DV04.10.2","テストの計画と実施","DV04.10.2.2","テストを実施し、運用要件に適合することを確認する"
"DV04","基盤システム構築","DV04.10","基盤システム構築・テスト（システム管理）","DV04.10.2","テストの計画と実施","DV04.10.2.3","テスト結果を評価し、支障があった場合にはプロジェクト関係者と連携をとって対応を検討し、改善する"
"DV04","基盤システム構築","DV04.11","基盤システム構築・テスト（情報セキュリティ）","DV04.11.1","セキュリティの実装","DV04.11.1.1","情報システムやネットワークの構成要素を識別し、それぞれの構成要素に対してセキュリティ製品を選択し導入する"
"DV04","基盤システム構築","DV04.11","基盤システム構築・テスト（情報セキュリティ）","DV04.11.1","セキュリティの実装","DV04.11.1.2","セキュリティ設計を実装する適当なセキュリティ製品が存在しない場合、必要に応じて独自にソフトウェア開発を行う"
"DV04","基盤システム構築","DV04.11","基盤システム構築・テスト（情報セキュリティ）","DV04.11.1","セキュリティの実装","DV04.11.1.3","セキュリティ設計仕様書に則ったセキュリティ対策を実装する"
"DV04","基盤システム構築","DV04.11","基盤システム構築・テスト（情報セキュリティ）","DV04.11.1","セキュリティの実装","DV04.11.1.4","情報保証の観点から、不適切に実装されたアプリケーション、システム、ネットワークの修正のための取り組みを実施させ、その実施状況を確認する"
"DV04","基盤システム構築","DV04.11","基盤システム構築・テスト（情報セキュリティ）","DV04.11.2","テスト計画と実施","DV04.11.2.1","テストの要求事項と適用範囲を明らかにし、テスト仕様書を作成する"
"DV04","基盤システム構築","DV04.11","基盤システム構築・テスト（情報セキュリティ）","DV04.11.2","テスト計画と実施","DV04.11.2.2","テストを実施し、機密性、完全性、可用性等の要件に適合を確認する"
"DV04","基盤システム構築","DV04.11","基盤システム構築・テスト（情報セキュリティ）","DV04.11.2","テスト計画と実施","DV04.11.2.3","適切な手法やツールを用いて脆弱性の検査を行う"
"DV04","基盤システム構築","DV04.11","基盤システム構築・テスト（情報セキュリティ）","DV04.11.2","テスト計画と実施","DV04.11.2.4","情報保証において、セキュリティ、回復力、信頼性の要件に関するシステムの適合性を測定、評価する"
"DV04","基盤システム構築","DV04.11","基盤システム構築・テスト（情報セキュリティ）","DV04.11.2","テスト計画と実施","DV04.11.2.5","テスト結果を評価し、支障があった場合にはプロジェクト関係者と連携をとって対応を検討し、改善する"
"DV04","基盤システム構築","DV04.11","基盤システム構築・テスト（情報セキュリティ）","DV04.11.2","テスト計画と実施","DV04.11.2.6","ISO/IEC 15408の定める手順に基づき、ソフトウェアおよびシステムのセキュリティ評価を行う"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.1","機能要件と非機能要件の定義","DV05.1.1.1","業務の進め方や業務同士の連携等、ビジネスプロセスに関する要件を定める"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.1","機能要件と非機能要件の定義","DV05.1.1.2","ビジネスプロセス単位の機能要件を定める"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.1","機能要件と非機能要件の定義","DV05.1.1.3","ビジネスプロセス単位の性能、信頼性、使用性、効率性、保守性、移植性等の非機能要件を定める"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.1","機能要件と非機能要件の定義","DV05.1.1.4","検討結果と成果物に基づき、プロセスモデルを作成する"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.2","インタフェース要件の定義","DV05.1.2.1","データの受け渡しを行う他の業務および受け渡しを行うデータを抽出する"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.2","インタフェース要件の定義","DV05.1.2.2","データの受け渡しの方向（入力、出力、入出力）、手段、方法、タイミングを検討する"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.2","インタフェース要件の定義","DV05.1.2.3","バックアップ、リカバリに関するデータファイル保全方式を検討する"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.2","インタフェース要件の定義","DV05.1.2.4","サブシステム間や他システムとのインタフェースの要件を定める"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.2","インタフェース要件の定義","DV05.1.2.5","ユーザビリティを考慮してユーザインタフェースの要件を定める"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.3","概念データモデルの作成","DV05.1.3.1","システム化対象範囲のすべてのデータを分析し、管理すべきデータを抽出する"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.3","概念データモデルの作成","DV05.1.3.2","ビジネスルールを踏まえて、システム化対象範囲のデータ構造をER図にまとめる"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.3","概念データモデルの作成","DV05.1.3.3","データ（エンティティ）とビジネスプロセス（機能）との関連をCRUD図にまとめ、データライフサイクルを検証する"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.4","ソフトウェア要件の評価","DV05.1.4.1","システム要件およびシステム方式設計への追跡可能性を評価する"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.4","ソフトウェア要件の評価","DV05.1.4.2","システム要件との外部一貫性を評価する"
"DV05","アプリケーションシステム開発","DV05.1","ソフトウェア要件定義","DV05.1.4","ソフトウェア要件の評価","DV05.1.4.3","ソフトウェア要件の内部一貫性およびテスト可能性を評価する"
